"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC1_1"	"QC1_2"	"QC1_3"	"QC2_1"	"QC2_2"	"QC2_3"	"1"	"2"	"3"	"4"	"5"	"QC3"	"6"	"7"	"8"	"9"	"10"	"QC4"	"11"	"12"	"13"	"14"	"15"	"QC5"	"16"	"17"	"18"	"19"	"20"	"QC6"	"21"	"22"	"23"	"24"	"25"	"QC7"	"26"	"27"	"28"	"29"	"QC8"	"QC9_1"	"QC9_2"	"QC10_1"	"QC10_2"	"QC10_3"	"30"	"31"	"32"	"33"	"34"	"QC11"	"35"	"36"	"37"	"38"	"39"	"QC12"	"40"	"41"	"42"	"43"	"44"	"QC13"	"45"	"46"	"47"	"48"	"49"	"QC14"	"50"	"51"	"52"	"53"	"54"	"QC15"	"55"	"56"	"57"	"58"	"59"	"QC16"
"unknown"	""	""	""	"Unknown 9"	""	""	""	""	"436.329"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"36098"	"NA"	"NA"	"NA"	"60854"	"50345"	"NA"	"NA"	"104310"	"NA"	"NA"	"53028"	"NA"	"NA"	"114322"	"NA"	"61972"	"42655"	"NA"	"NA"	"120315"	"91023"	"NA"	"NA"	"NA"	"67950"	"NA"	"NA"	"NA"	"47178"	"62469"	"NA"	"NA"	"NA"	"57587"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"44648"	"NA"	"54061"	"33775"	"NA"	"5837693"	"NA"	"93684"	"NA"	"NA"	"NA"	"NA"	"NA"	"29591"	"48247"	"NA"	"NA"	"NA"	"34137"	"NA"	"NA"	"NA"	"NA"	"NA"	"32701"	"NA"	"55125"	"49486"	"NA"	"59141"	"NA"	"49964"	"NA"	"6093791"	"NA"	"NA"	"NA"	"6521836"	"NA"	"42815"	"46938"
"CHEBI:27266"	"C5H11NO2"	"CC(C)C(N)C(O)=O"	"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)"	"Valine_1245_2TMS"	""	""	""	""	"440.629"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"15297627"	"17515504"	"15954111"	"14939611"	"14881526"	"15251610"	"260373"	"13784903"	"18904273"	"17743808"	"14209485"	"19093505"	"17402538"	"12432346"	"15213438"	"14147576"	"15491917"	"17112521"	"26217839"	"22221293"	"16757957"	"14644398"	"13146465"	"20307608"	"17658395"	"13115621"	"18710811"	"24458974"	"19035181"	"17573278"	"16324717"	"15619192"	"17842198"	"21244943"	"16757792"	"19254635"	"19737550"	"21684178"	"17149874"	"19218254"	"18332815"	"15528223"	"15629082"	"17743090"	"16259770"	"18342677"	"269775"	"13693772"	"22147868"	"14240985"	"14757195"	"17085300"	"15442627"	"333538"	"17670033"	"21325392"	"11936680"	"18452373"	"21661973"	"17389343"	"19645343"	"12246593"	"12476151"	"17974487"	"14556903"	"13078469"	"16606509"	"15754206"	"12389436"	"19813869"	"285482"	"17084998"	"23388934"	"15835646"	"30477480"	"18229781"	"16377246"	"17413922"	"23922235"	"25732392"	"19000928"	"18348977"
"unknown"	""	""	""	"Unknown 10"	""	""	""	""	"441.029"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"250844"	"284078"	"264622"	"248675"	"254219"	"237893"	"16594744"	"231131"	"304933"	"281376"	"230902"	"313798"	"275749"	"203614"	"246240"	"232778"	"264126"	"274784"	"392767"	"343897"	"274876"	"259646"	"234384"	"327483"	"278013"	"231012"	"300279"	"377925"	"311446"	"285002"	"275704"	"251523"	"296192"	"338265"	"273268"	"318908"	"318979"	"351632"	"279365"	"305388"	"282335"	"264537"	"266369"	"287303"	"270969"	"300249"	"16763598"	"238391"	"352693"	"243467"	"250491"	"289182"	"251381"	"21807519"	"302232"	"343130"	"216337"	"302940"	"346457"	"298832"	"322019"	"215775"	"217823"	"292327"	"247121"	"242245"	"277139"	"260112"	"223044"	"314805"	"16962398"	"285411"	"356047"	"274327"	"NA"	"304235"	"283537"	"284108"	"373214"	"404093"	"312347"	"310058"
"unknown"	""	""	""	"Unknown 11"	""	""	""	""	"444.729"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"231584"	"211276"	"212500"	"262477"	"251371"	"253568"	"219999"	"226280"	"234220"	"250981"	"212877"	"228069"	"229647"	"203406"	"250145"	"234999"	"240361"	"224519"	"251801"	"233293"	"270921"	"261749"	"256846"	"225297"	"242147"	"225498"	"294404"	"246420"	"259026"	"208523"	"224725"	"211967"	"195913"	"217242"	"219111"	"245876"	"214297"	"218134"	"226040"	"188113"	"219776"	"228808"	"217565"	"225598"	"227935"	"193438"	"234749"	"216320"	"229331"	"215694"	"238643"	"216205"	"216746"	"254465"	"228185"	"224690"	"228954"	"205799"	"231783"	"252158"	"221564"	"222755"	"220136"	"234348"	"206420"	"242441"	"237029"	"262126"	"230435"	"194499"	"229321"	"195418"	"206270"	"241188"	"205009"	"249516"	"207755"	"227083"	"245861"	"246058"	"202346"	"225071"
"CHEBI:16000"	"C2H7NO"	"NCCO"	"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2"	"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-"	""	""	""	""	"445.829"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"592363"	"582112"	"552404"	"465598"	"457953"	"432680"	"398145"	"313759"	"636820"	"452367"	"407078"	"500640"	"373918"	"283448"	"366985"	"432473"	"274489"	"355616"	"401021"	"507838"	"354629"	"283834"	"281211"	"370900"	"288442"	"253292"	"439359"	"377976"	"360004"	"311928"	"259411"	"249882"	"309217"	"293126"	"354191"	"357534"	"320798"	"293106"	"360377"	"262166"	"283584"	"303611"	"302805"	"349062"	"310681"	"250705"	"323246"	"263991"	"399737"	"248616"	"260818"	"271722"	"312380"	"275134"	"405398"	"412694"	"186452"	"238127"	"342566"	"286050"	"295469"	"196171"	"177485"	"301325"	"213709"	"195935"	"215931"	"254967"	"165225"	"241973"	"225735"	"274397"	"275186"	"184055"	"527102"	"253341"	"236234"	"326459"	"298905"	"406354"	"286488"	"260194"
"CHEBI:25017"	"C6H13NO2"	"CC(C)CC(N)C(O)=O"	"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)"	"Leucine_1252_1TMS"	""	""	""	""	"448.529"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"22046466"	"20795727"	"23802708"	"22049294"	"26512629"	"24502227"	"14101170"	"13083163"	"16061799"	"18905336"	"17623368"	"29039920"	"16556852"	"18154141"	"19191990"	"14588549"	"15489326"	"27981566"	"24998266"	"17451931"	"17302445"	"19510394"	"15279735"	"29552282"	"24990614"	"20845951"	"24493510"	"35198277"	"25743972"	"28533416"	"20607449"	"24410063"	"21784986"	"26441299"	"21557609"	"27416066"	"27340847"	"33010625"	"27227050"	"20361742"	"29282748"	"24354169"	"21162999"	"22244353"	"21684496"	"23949874"	"15305446"	"15235387"	"16931279"	"17470901"	"13674671"	"26229004"	"15486709"	"29136098"	"21261997"	"30249368"	"15846429"	"28335762"	"19190811"	"17480186"	"23704512"	"19231960"	"14866106"	"26106866"	"19250404"	"15300888"	"26153475"	"26743582"	"19168561"	"29204308"	"22619366"	"27632116"	"33295664"	"23189212"	"35332815"	"28872992"	"21061498"	"22405339"	"29606676"	"31518444"	"30048654"	"28198810"
"CHEBI:17754"	"C3H8O3"	"OCC(O)CO"	"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2"	"Trimethylsilyl ether of glycerol"	""	""	""	""	"454.379"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"56384878"	"53471764"	"52290874"	"50132208"	"50644055"	"49896097"	"52973216"	"44486933"	"100279075"	"47898885"	"56881351"	"54245965"	"57907652"	"42257286"	"57128222"	"82483475"	"48379174"	"51985468"	"10942936"	"56974293"	"34691925"	"50935829"	"66074662"	"55475575"	"27409886"	"42553585"	"69276658"	"22484802"	"33143754"	"51799113"	"40515610"	"34290621"	"75259643"	"17800310"	"63198001"	"56175842"	"24788599"	"64448017"	"65099247"	"56401955"	"53315166"	"50212712"	"51460949"	"49436315"	"50327981"	"50179729"	"47910712"	"57559871"	"65885885"	"57881400"	"45377636"	"49889243"	"50663212"	"9969314"	"36255085"	"55077793"	"34170967"	"51691750"	"55918937"	"72595866"	"52114485"	"56448779"	"46691383"	"51212787"	"51684063"	"53074633"	"28567845"	"41920821"	"48827784"	"52423446"	"57465167"	"70967229"	"20891079"	"63316896"	"56226258"	"53079802"	"51049601"	"35501104"	"14536760"	"58234810"	"58791077"	"53786179"
"unknown"	""	""	""	"Unknown 12"	""	""	""	""	"455.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"106187"	"NA"	"NA"	"NA"	"137747"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"147323"	"NA"	"172375"	"NA"	"NA"	"117812"	"NA"	"154240"	"NA"	"NA"	"150151"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"200066"	"155910"	"NA"	"NA"	"NA"	"NA"	"110907"	"NA"	"NA"	"NA"	"136701"	"172038"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"110888"	"NA"	"NA"	"NA"	"152986"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"134115"	"NA"	"NA"	"NA"	"NA"	"NA"	"167641"	"NA"
"CHEBI:32927"	"C19H40"	"CCCCCCCCCCCCCCCCCCC"	"InChI=1S/C19H40/c1-3-5-7-9-11-13-15-17-19-18-16-14-12-10-8-6-4-2/h3-19H2,1-2H3"	"Nonadecane"	""	""	""	""	"457.829"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"2482317"	"2332577"	"2337999"	"2092323"	"2125083"	"2126305"	"2040709"	"2047994"	"2300574"	"2060820"	"2023427"	"2346834"	"2115136"	"1988619"	"2173123"	"2273298"	"2342614"	"2174631"	"1928943"	"2168367"	"2184147"	"2416643"	"2323334"	"2393295"	"2027635"	"2339354"	"2206751"	"2162576"	"2159771"	"2138738"	"2239635"	"2065890"	"2170237"	"2127894"	"2253255"	"2465239"	"2136718"	"2420804"	"2258534"	"2049356"	"2214967"	"2328889"	"2373180"	"2094603"	"2193683"	"2247279"	"2114109"	"2082222"	"2058683"	"2167133"	"2142178"	"2271032"	"1984863"	"2046219"	"2143686"	"2064697"	"2062733"	"2251192"	"2229487"	"2323626"	"2226050"	"2200652"	"2138423"	"2289103"	"2078972"	"2173727"	"1964944"	"2170460"	"2238057"	"2277754"	"2344657"	"2147297"	"2131438"	"2416626"	"2154446"	"2344315"	"2192084"	"2131231"	"2127360"	"2249945"	"2184805"	"2294812"
"CHEBI:16148"	"C17H36"	"CCCCCCCCCCCCCCCCC"	"InChI=1S/C17H36/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h3-17H2,1-2H3"	"Heptadecane"	""	""	""	""	"461.779"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"107075"	"110858"	"109252"	"108379"	"111472"	"121915"	"100902"	"106910"	"112098"	"107127"	"107061"	"119048"	"121823"	"106356"	"111560"	"126735"	"123678"	"115339"	"111524"	"111936"	"127224"	"133873"	"120936"	"122553"	"105185"	"129863"	"105506"	"108549"	"106905"	"111966"	"128775"	"117041"	"112860"	"110419"	"128773"	"123630"	"108508"	"132671"	"111618"	"106184"	"112551"	"117839"	"118173"	"101536"	"120414"	"108930"	"116550"	"108783"	"106512"	"116482"	"116934"	"122775"	"107488"	"115020"	"110538"	"107132"	"112270"	"113512"	"132729"	"125840"	"121940"	"122201"	"117163"	"122553"	"108864"	"125919"	"109699"	"110815"	"109502"	"125992"	"128701"	"109847"	"113110"	"112063"	"119492"	"120876"	"108191"	"111791"	"115915"	"111783"	"106344"	"120667"
"CHEBI:24898"	"C6H13NO2"	""	""	"Isoleucine_1285_1TMS"	""	""	""	""	"464.179"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"7466494"	"7126993"	"10737970"	"8003033"	"10428989"	"11822701"	"53586"	"4659405"	"5359723"	"3666463"	"6024709"	"11668189"	"4823932"	"7107438"	"7125413"	"4220419"	"4660591"	"10930440"	"5393535"	"5374598"	"6256932"	"7004393"	"4239454"	"13559901"	"8971418"	"7174829"	"9056393"	"13730798"	"10304535"	"12387149"	"9192568"	"69509"	"8402504"	"64689"	"8147544"	"11792315"	"10488597"	"15236907"	"12190594"	"5789075"	"12447844"	"9432706"	"6789646"	"6833629"	"7849144"	"10654230"	"3882243"	"5028580"	"4499019"	"6049007"	"4009349"	"9990981"	"5106614"	"9050198"	"7564178"	"8916517"	"4208782"	"13618731"	"5515934"	"5408302"	"6560959"	"7848034"	"3867271"	"9398957"	"5603311"	"4147753"	"10494955"	"9528765"	"8804305"	"13422367"	"10833768"	"9527416"	"11202272"	"12693098"	"10713618"	"12521799"	"8388635"	"8229925"	"9693029"	"73906"	"10767808"	"10756536"
"unknown"	""	""	""	"Unknown 13"	""	""	""	""	"464.479"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"63200"	"NA"	"69763"	"NA"	"NA"	"73568"	"4076087"	"50955"	"55034"	"44383"	"54443"	"77731"	"64865"	"62838"	"67985"	"59692"	"58651"	"71359"	"57036"	"51580"	"64462"	"62822"	"53318"	"77218"	"62006"	"65607"	"65361"	"83943"	"NA"	"74505"	"69207"	"9154784"	"64471"	"8181374"	"64404"	"81305"	"77069"	"97494"	"73697"	"59543"	"73761"	"NA"	"NA"	"64149"	"62721"	"75245"	"51312"	"51367"	"46501"	"58663"	"NA"	"NA"	"NA"	"65211"	"NA"	"NA"	"56563"	"79566"	"58048"	"NA"	"62503"	"57607"	"44538"	"76114"	"53784"	"51640"	"70270"	"60863"	"NA"	"88545"	"71197"	"NA"	"NA"	"81788"	"NA"	"NA"	"63581"	"65233"	"NA"	"11070581"	"70410"	"NA"
"unknown"	""	""	""	"Unknown 14"	""	""	""	""	"467.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"174554"	"145418"	"220445"	"155524"	"193542"	"205672"	"150453"	"133099"	"143830"	"NA"	"137958"	"200137"	"147071"	"135939"	"172585"	"NA"	"164318"	"183354"	"184489"	"150959"	"165389"	"163419"	"142353"	"245339"	"206251"	"197192"	"185762"	"254024"	"149084"	"205620"	"194777"	"175410"	"152723"	"201908"	"168500"	"191893"	"209961"	"276471"	"214572"	"144997"	"177314"	"182978"	"148586"	"149703"	"157139"	"201809"	"129801"	"119885"	"129643"	"147233"	"133876"	"188151"	"145950"	"209949"	"162051"	"695188"	"131902"	"235937"	"167340"	"149287"	"178289"	"143398"	"127785"	"165856"	"135965"	"128412"	"179134"	"190602"	"174135"	"220341"	"187528"	"153498"	"206406"	"203970"	"207039"	"223102"	"187991"	"166192"	"199028"	"182392"	"225358"	"210479"
"unknown"	""	""	""	"Unknown 15"	""	""	""	""	"468.329"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"500261"	"484977"	"912045"	"622145"	"637152"	"882819"	"659961"	"589856"	"748723"	"863680"	"579289"	"901495"	"595957"	"556731"	"602473"	"510633"	"634935"	"547413"	"941178"	"705231"	"730405"	"531416"	"498459"	"976269"	"698513"	"707619"	"755759"	"1279505"	"791506"	"812083"	"507754"	"679565"	"585528"	"719213"	"569613"	"794213"	"579008"	"1271901"	"880313"	"643203"	"599624"	"569996"	"456681"	"577897"	"517700"	"792790"	"483110"	"526263"	"585399"	"575240"	"437989"	"586636"	"514318"	"806994"	"633237"	"179594"	"496984"	"1056157"	"672175"	"539231"	"683123"	"510290"	"410818"	"517422"	"497623"	"438533"	"677485"	"635185"	"534069"	"895443"	"620847"	"469999"	"929685"	"894233"	"1251441"	"903536"	"563340"	"551306"	"697347"	"910700"	"934250"	"594580"
"CHEBI:25017"	"C6H13NO2"	"CC(C)CC(N)C(O)=O"	"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)"	"Leucine_1306_2TMS"	""	""	""	""	"470.879"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"48912822"	"52434749"	"47367629"	"46381569"	"41780838"	"41943728"	"55124884"	"43099657"	"66717845"	"65521881"	"49256817"	"49342529"	"57992750"	"37044820"	"50707154"	"53701412"	"50862305"	"44041315"	"79464050"	"68177848"	"58124349"	"50605787"	"53561036"	"47974414"	"49835078"	"45584490"	"60686021"	"65633919"	"45691785"	"41854377"	"38645743"	"40297035"	"46667882"	"58492371"	"48477901"	"48098527"	"45395993"	"54289812"	"48044448"	"54628564"	"41080971"	"46602181"	"51178830"	"53335586"	"51214902"	"44571598"	"49809401"	"47463708"	"64469176"	"49031225"	"47363958"	"44611968"	"48482843"	"61962602"	"58360617"	"66435322"	"39183378"	"42818702"	"64281707"	"49523360"	"58241584"	"37905267"	"45065165"	"46776941"	"50988089"	"42744986"	"42870942"	"44816723"	"33102473"	"43562924"	"39567426"	"49138123"	"66324061"	"31240594"	"77335907"	"43634342"	"41249461"	"43880487"	"63141775"	"67684095"	"49795498"	"45977966"
"unknown"	""	""	""	"Unknown 16"	""	""	""	""	"473.679"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"58614"	"41604"	"60723"	"41009"	"36576"	"55510"	"64206"	"36346"	"59965"	"41851"	"58182"	"54761"	"58909"	"36402"	"67105"	"53686"	"59279"	"47750"	"53588"	"70738"	"61770"	"62546"	"55882"	"48483"	"47232"	"50638"	"68521"	"55088"	"41930"	"48202"	"41795"	"44182"	"54461"	"41535"	"40743"	"53602"	"48068"	"68624"	"44367"	"51853"	"47556"	"47026"	"52478"	"55157"	"47504"	"48098"	"40605"	"40751"	"59586"	"48528"	"46494"	"52960"	"48805"	"20967"	"52559"	"52672"	"38898"	"54738"	"63452"	"53521"	"52863"	"45877"	"63971"	"47956"	"62588"	"47109"	"36415"	"61577"	"44086"	"53814"	"67205"	"56812"	"52995"	"29911"	"64520"	"49013"	"42353"	"51203"	"63728"	"63903"	"51708"	"53634"
"CHEBI:340824"	"CH5O4P"	"COP(O)(O)=O"	"InChI=1S/CH5O4P/c1-5-6(2,3)4/h1H3,(H2,2,3,4)"	"Phosphoric acid, bis(trimethylsilyl)monomethyl ester"	""	""	""	""	"480.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"8425778"	"6327277"	"6611329"	"6352246"	"6514583"	"6865728"	"6921155"	"4142187"	"10702541"	"3693826"	"8232221"	"7370464"	"8850201"	"3948933"	"8454973"	"7709851"	"7549050"	"6827229"	"6055210"	"8071939"	"9244326"	"8594268"	"8664641"	"7594518"	"3802423"	"7711035"	"5473573"	"5595011"	"6469339"	"7148115"	"4672193"	"4041153"	"9508683"	"5719637"	"6198891"	"7830346"	"4917322"	"9226411"	"12333694"	"9834144"	"7143417"	"6829007"	"6874195"	"6729745"	"7164645"	"7039701"	"4960957"	"4347924"	"10831717"	"9768453"	"4285321"	"6832520"	"4031685"	"4993171"	"7662671"	"7593456"	"3686318"	"6946614"	"5991617"	"6455186"	"6271196"	"8626373"	"7911886"	"6818262"	"8103828"	"7787750"	"3335356"	"5460173"	"7456875"	"7216833"	"6263274"	"7008231"	"5812245"	"4266593"	"6027513"	"7079680"	"4889943"	"6902908"	"5775010"	"7550345"	"4552251"	"7017642"
"CHEBI:139061"	"C6H12O2"	"O(C(C)(C)C(=O)C)C"	"InChI=1S/C6H12O2/c1-5(7)6(2,3)8-4/h1-4H3"	"2-Butanone, 3-methoxy-3-methyl-"	""	""	""	""	"482.129"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"35744"	"39990"	"44967"	"46131"	"56711"	"46590"	"NA"	"54552"	"NA"	"NA"	"58103"	"NA"	"NA"	"46627"	"48592"	"NA"	"51056"	"49416"	"NA"	"NA"	"NA"	"52425"	"NA"	"NA"	"NA"	"61527"	"NA"	"NA"	"58398"	"NA"	"44894"	"46007"	"NA"	"59637"	"NA"	"55802"	"56677"	"73701"	"NA"	"NA"	"58130"	"54933"	"NA"	"54400"	"66128"	"63532"	"56501"	"48440"	"NA"	"NA"	"NA"	"NA"	"48971"	"NA"	"60545"	"NA"	"NA"	"65853"	"NA"	"59805"	"51221"	"63552"	"64532"	"59450"	"NA"	"56235"	"60350"	"NA"	"62026"	"62553"	"57416"	"NA"	"NA"	"51687"	"70078"	"68354"	"48317"	"NA"	"NA"	"NA"	"NA"	"NA"
"CHEBI:17191"	"C6H13NO2"	"CC[C@H](C)[C@H](N)C(O)=O"	"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1"	"L-Isoleucine, N-(trimethylsilyl)-, trimethylsilyl ester"	""	""	""	""	"483.579"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"35537043"	"38197642"	"31840088"	"33340692"	"28854023"	"27782435"	"36340423"	"29746972"	"43268607"	"42284555"	"32515848"	"32415078"	"38348565"	"25775335"	"33422906"	"36734051"	"35691734"	"31504850"	"51557848"	"48687814"	"37449058"	"34532268"	"36550244"	"28617008"	"32037892"	"31184448"	"39762124"	"39300788"	"30619399"	"25567193"	"27329305"	"26682030"	"32697042"	"39274465"	"34730095"	"34478475"	"30657756"	"31592059"	"31396741"	"37692362"	"25806178"	"31814182"	"38455040"	"36477112"	"36957463"	"30204884"	"35883177"	"32320154"	"43341956"	"32633491"	"33565503"	"31617989"	"32300938"	"38908629"	"38515237"	"47435846"	"27326340"	"22968947"	"45219319"	"33934550"	"42163267"	"25583477"	"30889733"	"31046249"	"35924612"	"30913905"	"27333853"	"32529317"	"22125270"	"24241324"	"26275804"	"35796159"	"44159324"	"17932569"	"53126501"	"26112888"	"30869409"	"30183205"	"41867167"	"45742266"	"32133563"	"30536371"
"unknown"	""	""	""	"Unknown 17"	""	""	""	""	"486.379"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"29109305"	"28845032"	"27988304"	"27526395"	"26663447"	"25990930"	"26766639"	"26926235"	"27479566"	"26914964"	"25851739"	"26262802"	"26497447"	"25267786"	"25916584"	"26479009"	"26367387"	"25267960"	"26024867"	"26533303"	"24756441"	"26340455"	"25650106"	"25426929"	"25330735"	"25554170"	"25730812"	"24642384"	"24705650"	"24341117"	"25056275"	"24424321"	"25340665"	"25317526"	"25091704"	"25354725"	"25511779"	"24961224"	"25050632"	"25054109"	"23927619"	"24959546"	"25631675"	"25156568"	"25072010"	"24440747"	"25352045"	"24791994"	"25895817"	"25166839"	"25283429"	"24321074"	"24564222"	"24580131"	"25684122"	"25196235"	"24559501"	"23935587"	"25770115"	"25079615"	"25522418"	"24064491"	"24695621"	"24510872"	"24927516"	"24750816"	"24343549"	"24747394"	"23820880"	"24014683"	"24478406"	"24492072"	"24513051"	"23785434"	"25809246"	"24025936"	"24760469"	"24367728"	"24725880"	"25277825"	"24133539"	"24562593"
"CHEBI:132194"	"C2H5NO2"	"C(C(N([2H])[2H])([2H])[2H])(=O)O[2H]"	"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)/i1D2/hD3"	"Glycine d5_1343_3TMS"	""	""	""	""	"486.979"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"91049626"	"92418520"	"88713165"	"86792213"	"83353747"	"82042215"	"83863539"	"84272243"	"87867289"	"88594616"	"80780892"	"84372600"	"83079940"	"82826650"	"81454672"	"85144969"	"84527511"	"79735852"	"87553678"	"83251177"	"83245276"	"83730493"	"83512230"	"81225672"	"82974954"	"81118739"	"83271947"	"83869431"	"82149573"	"77968069"	"80597426"	"80250976"	"80995577"	"85307004"	"82527337"	"81531812"	"84508526"	"77994883"	"79429007"	"78925792"	"76590250"	"79187002"	"82052372"	"81625584"	"80668590"	"78022405"	"83526877"	"83155058"	"83658008"	"79375753"	"81366032"	"78062353"	"80786806"	"82165419"	"85598849"	"80578993"	"81070505"	"76202848"	"82073105"	"80667270"	"80844015"	"75294440"	"79363883"	"79118041"	"79552599"	"79497727"	"79890169"	"78795906"	"74684716"	"76215251"	"76139742"	"75487364"	"82036198"	"73081865"	"84498360"	"76482077"	"80373425"	"80602322"	"82840365"	"81782756"	"79572514"	"79461268"
"CHEBI:15428"	"C2H5NO2"	"NCC(O)=O"	"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)"	"Glycine_1344_3TMS"	""	""	""	""	"487.879"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"30851326"	"30959915"	"30407056"	"29567373"	"28369420"	"28044040"	"24488329"	"26836370"	"27942551"	"31142260"	"23831647"	"28789640"	"24531046"	"29112384"	"24053535"	"26863542"	"25224404"	"27115600"	"33395999"	"26989007"	"25139230"	"25313250"	"24556460"	"27512190"	"29924486"	"24431266"	"29185001"	"32430338"	"29222890"	"26613335"	"26354214"	"28397030"	"26052510"	"32118919"	"28574218"	"27538585"	"30786563"	"23227602"	"25566216"	"23428586"	"26330877"	"26976158"	"27589529"	"27499570"	"27180951"	"26735046"	"28683046"	"29286646"	"26656410"	"23612950"	"26254512"	"26426007"	"28605448"	"31133959"	"30492490"	"29412897"	"28008110"	"26293336"	"25725279"	"25294554"	"25639743"	"22512511"	"23818622"	"26688279"	"23879026"	"22699186"	"29379144"	"24444519"	"21942556"	"26312712"	"24083928"	"24712890"	"31586593"	"26342323"	"30880890"	"26164836"	"28204750"	"28561832"	"31466085"	"29767034"	"28080243"	"26909722"
