"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos-Exp1-Blatt_K-1_1-B,1_01_8080"	"pos-Exp1-Blatt_K-2_1-B,2_01_8082"	"pos-Exp1-Blatt_K-3_1-B,3_01_8084"	"pos-Exp1-Blatt_K-4_1-B,4_01_8086"	"pos-Exp1-Blatt_K-5_1-B,5_01_8088"	"pos-Exp2-Blatt_K-1_1-D,1_01_8091"	"pos-Exp2-Blatt_K-2_1-D,2_01_8093"	"pos-Exp2-Blatt_K-3_1-D,3_01_8095"	"pos-Exp1-Blatt_P-1_1-C,1_01_8081"	"pos-Exp1-Blatt_P-2_1-C,2_01_8083"	"pos-Exp1-Blatt_P-3_1-C,3_01_8085"	"pos-Exp1-Blatt_P-4_1-C,4_01_8087"	"pos-Exp1-Blatt_P-5_1-C,5_01_8089"	"pos-Exp2-Blatt_P-1_1-E,1_01_8092"	"pos-Exp2-Blatt_P-2_1-E,2_01_8094"	"pos-Exp2-Blatt_P-3_1-E,3_01_8096"	"pos-Exp2-Blatt_P-4_1-E,4_01_8099"	"pos-Exp2-Blatt_P-5_1-E,5_01_8100"
""	""	""	""	""	"172.0610"	""	""	""	"  60.224093"	""	""	""	""	""	""	""	""	""	""	""	"  4956.2325"	"  4145.2198"	"  4247.7900"	"  3117.6069"	"  2213.22354"	"  4124.8697"	"  2640.23824"	"  2675.8611"	"7.882925e+03"	"6.848808e+03"	"  6853.36371"	"  4844.73595"	"  6850.34266"	"  3682.68682"	"  4562.59655"	"  2440.5122"	"  2537.61382"	"  3268.08847"
""	""	""	""	""	"172.0965"	""	""	""	" 216.955128"	""	""	""	""	""	""	""	""	""	""	""	"  3609.1552"	"  2930.7189"	"  1520.0233"	"  2480.8745"	"  1373.28757"	"  2258.8056"	"  1539.69586"	"  2214.5900"	"2.652770e+03"	"2.078653e+03"	"  1707.72480"	"  1714.90907"	"  1573.90567"	"  1502.66309"	"  1999.59840"	"  1862.7377"	"   964.41927"	"  1110.72000"
""	""	""	""	""	"172.1691"	""	""	""	" 523.625800"	""	""	""	""	""	""	""	""	""	""	""	"   944.0880"	"   891.0456"	"   955.7008"	"   835.2629"	"   903.57628"	"   884.1335"	"   910.06080"	"  1510.6796"	"1.097654e+03"	"7.596072e+02"	"  1307.81891"	"  1265.89216"	"  1444.15440"	"  1132.46467"	"  1414.86328"	"  1133.5728"	"  1413.55463"	"  1285.81773"
""	""	""	""	""	"172.9754"	""	""	""	" 284.986200"	""	""	""	""	""	""	""	""	""	""	""	"  8112.7952"	"  8268.8002"	"  7484.3713"	"  8303.4227"	"  6980.29653"	"  8133.2001"	"  7074.65520"	"  7462.6712"	"8.491095e+03"	"7.661830e+03"	"  7903.94131"	"  8281.36386"	"  7925.79347"	"  8617.55520"	"  8710.62960"	"  7614.4204"	"  7215.47157"	"  7939.94137"
""	""	""	""	""	"173.1387"	""	""	""	"  37.972043"	""	""	""	""	""	""	""	""	""	""	""	"  1389.9152"	"  1074.2974"	"   770.9923"	"  1125.0751"	"   618.99923"	"   895.9001"	"   827.99520"	"   723.0280"	"4.407069e+03"	"4.780822e+03"	"  4420.81145"	"  4531.39510"	"  3178.31932"	"  2331.23405"	"  2251.44241"	"  2688.8160"	"  2005.40485"	"  1636.23875"
""	""	""	""	""	"174.0811"	""	""	""	" 256.772243"	""	""	""	""	""	""	""	""	""	""	""	"  2628.8126"	"  2783.6062"	"  1731.0748"	"  1621.2407"	"  2001.90159"	"  1803.3900"	"  2287.14373"	"  2068.8923"	"2.022475e+03"	"1.417712e+03"	"  1289.90908"	"  1164.13974"	"  1363.31174"	"  1879.83600"	"  1340.07120"	"  2532.1697"	"  1997.72773"	"  2291.16480"
""	""	""	""	""	"175.0364"	""	""	""	" 271.671729"	""	""	""	""	""	""	""	""	""	""	""	" 80648.8008"	" 79218.7482"	" 78636.8117"	" 78776.9712"	" 75669.13076"	" 72033.2947"	" 71732.58849"	" 72278.7768"	"8.141227e+04"	"7.886826e+04"	" 75485.36114"	" 78291.91680"	" 74228.00376"	" 73760.96160"	" 74771.53770"	" 73640.2585"	" 76103.16720"	" 78479.93017"
""	""	""	""	""	"175.0386"	""	""	""	" 220.677010"	""	""	""	""	""	""	""	""	""	""	""	"  1930.3262"	"  2209.0992"	"  1814.2464"	"  1796.7170"	"  2008.56096"	"  1255.9058"	"  1856.48400"	"  1719.8788"	"1.810600e+03"	"2.005270e+03"	"  1719.37440"	"  1639.42556"	"  1378.32693"	"  1600.90068"	"  1686.16602"	"  1718.3490"	"  1918.53360"	"  2000.29170"
""	""	""	""	""	"175.0570"	""	""	""	" 376.848041"	""	""	""	""	""	""	""	""	""	""	""	"  8276.3316"	"  8112.4848"	"  7894.6617"	"  7903.5527"	"  7236.22391"	"  7986.5801"	"  7924.31498"	"  7860.8763"	"7.553050e+03"	"7.664126e+03"	"  7295.28525"	"  8051.37212"	"  7927.78432"	"  7314.65661"	"  7963.18685"	"  8509.1314"	"  9011.24061"	"  8520.22177"
""	""	""	""	""	"175.1190"	""	""	""	"  25.329525"	""	""	""	""	""	""	""	""	""	""	""	"457201.0402"	"472403.0938"	"424547.5754"	"375081.9711"	"454282.76282"	"410179.2410"	"432149.39496"	"438621.2765"	"1.736414e+05"	"1.208091e+05"	"166140.28115"	"189167.20551"	"178343.23947"	"260932.76304"	"239602.94720"	"197741.1346"	"248830.88498"	"173448.55817"
""	""	""	""	""	"175.5585"	""	""	""	" 376.715954"	""	""	""	""	""	""	""	""	""	""	""	"   552.0798"	"  1251.1605"	"   992.4413"	"  1506.7286"	"  1253.97627"	"  1519.2906"	"  1159.52062"	"   749.4677"	"1.483186e+03"	"1.437952e+03"	"   965.10480"	"   915.06480"	"  1255.10580"	"  1253.30891"	"  1353.59394"	"  1404.9226"	"  1408.56475"	"  1166.74907"
""	""	""	""	""	"176.0397"	""	""	""	" 271.668425"	""	""	""	""	""	""	""	""	""	""	""	"  6851.4768"	"  7211.9716"	"  7088.5091"	"  6556.2408"	"  7014.60720"	"  6378.1522"	"  5860.16105"	"  6080.8608"	"7.361223e+03"	"6.741916e+03"	"  6802.10386"	"  6924.20160"	"  6642.12376"	"  6495.85920"	"  6509.84515"	"  6822.5872"	"  6630.44867"	"  6671.47913"
""	""	""	""	""	"176.1461"	""	""	""	" 321.275031"	""	""	""	""	""	""	""	""	""	""	""	"  2332.7310"	"   908.1409"	"   935.6134"	"   676.9903"	"   894.38160"	"   449.6479"	"   487.05600"	"   632.7722"	"7.772880e+02"	"1.154141e+03"	"  1427.29600"	"  1164.91179"	"   815.57050"	"   496.44640"	"   723.57840"	"   601.6010"	"  1092.20640"	"   560.48073"
""	""	""	""	""	"177.5600"	""	""	""	" 376.793130"	""	""	""	""	""	""	""	""	""	""	""	" 15201.5082"	" 15759.3313"	" 14481.3028"	" 15488.2738"	" 15314.34780"	" 15562.1033"	" 15386.60340"	" 14576.5924"	"1.502413e+04"	"1.440906e+04"	" 15495.06034"	" 15601.13760"	" 14548.38538"	" 15364.68261"	" 14167.31160"	" 15015.7074"	" 14045.22720"	" 13513.40273"
""	""	""	""	""	"178.0351"	""	""	""	" 262.775075"	""	""	""	""	""	""	""	""	""	""	""	"  7335.4628"	"  5142.2654"	"  8720.6669"	"  3703.5541"	"  4901.24573"	"  4721.4932"	"  3490.45680"	"  6726.3768"	"2.054446e+04"	"1.766164e+04"	" 18307.67188"	" 16181.14938"	" 18682.93440"	" 11284.90731"	" 15552.60080"	" 15906.3816"	" 17297.49360"	" 19819.07828"
""	""	""	""	""	"178.0613"	""	""	""	" 376.755946"	""	""	""	""	""	""	""	""	""	""	""	"  2427.4247"	"  2536.5189"	"  2876.5148"	"  1996.3511"	"  2980.44600"	"  2902.6929"	"  2573.08184"	"  3104.5425"	"3.033758e+03"	"1.844619e+03"	"  2231.45040"	"  2941.68480"	"  3090.01326"	"  2553.37440"	"  2188.62320"	"  2624.2724"	"  2535.26637"	"  2092.75544"
""	""	""	""	""	"178.0888"	""	""	""	"  79.128198"	""	""	""	""	""	""	""	""	""	""	""	"  8063.7223"	"  6808.5651"	"  5194.1298"	"  4746.7362"	"  5346.31858"	"  3963.2381"	"  5736.31829"	"  4548.9317"	"2.133162e+03"	"1.874455e+03"	"  1630.08235"	"  1911.86160"	"  1554.90960"	"  1816.24403"	"  1905.52320"	"  2276.4452"	"  2569.05360"	"  1880.27226"
""	""	""	""	""	"178.5754"	""	""	""	" 376.879410"	""	""	""	""	""	""	""	""	""	""	""	"  4030.2175"	"  4360.8192"	"  4365.8103"	"  4711.6423"	"  4050.56359"	"  3833.1224"	"  4591.67040"	"  4526.6793"	"3.909828e+03"	"4.567985e+03"	"  4604.00626"	"  2998.06320"	"  4040.22960"	"  4286.82697"	"  4312.58971"	"  4542.6380"	"  4341.80400"	"  4203.02144"
""	""	""	""	""	"179.0301"	""	""	""	"  60.560574"	""	""	""	""	""	""	""	""	""	""	""	"  7004.6518"	"  5289.0661"	"  5857.1953"	"  7098.6649"	"  4243.58280"	"  5935.0776"	"  7095.04650"	"  6068.4940"	"8.186060e+03"	"7.189354e+03"	"  8389.89853"	"  8800.22833"	"  8586.91167"	"  7028.66028"	"  7679.80560"	"  6512.3058"	"  6043.60279"	"  4322.11832"
""	""	""	""	""	"179.0379"	""	""	""	" 262.665039"	""	""	""	""	""	""	""	""	""	""	""	"   539.2117"	"   424.4739"	"   539.2053"	"   482.4366"	"   369.55059"	"   531.9794"	"   367.96080"	"   701.8201"	"1.808446e+03"	"1.395115e+03"	"  1551.08074"	"  1256.00400"	"  1476.01406"	"  1010.59412"	"  1383.65557"	"  1028.4074"	"   921.33415"	"  1854.67860"
""	""	""	""	""	"179.0699"	""	""	""	" 284.049929"	""	""	""	""	""	""	""	""	""	""	""	"  3983.1840"	"  3187.4191"	"  2613.0888"	"  2366.0780"	"  2276.65018"	"  2621.3095"	"  2231.75264"	"  2449.0502"	"4.589641e+03"	"4.967661e+03"	"  4334.40000"	"  3614.67070"	"  3084.94800"	"  3312.82324"	"  2475.92551"	"  3143.3371"	"  3012.21183"	"  2940.77347"
""	""	""	""	""	"179.0776"	""	""	""	" 376.812510"	""	""	""	""	""	""	""	""	""	""	""	"  1256.1922"	"  1061.1681"	"  1767.5400"	"  1037.6963"	"   958.73700"	"   748.9377"	"  1075.30655"	"  1189.3392"	"1.351751e+03"	"1.024125e+03"	"  1140.91200"	"   846.29610"	"   961.09200"	"  1210.75855"	"  1079.31018"	"   584.2920"	"   723.79530"	"   999.99443"
""	""	""	""	""	"179.1064"	""	""	""	" 371.582379"	""	""	""	""	""	""	""	""	""	""	""	"  3325.1146"	"  3040.0117"	"  2210.4336"	"  2278.8216"	"  1863.67580"	"  1701.1688"	"  1913.52960"	"  2413.4151"	"3.810854e+03"	"2.996421e+03"	"  2702.16000"	"  3496.31809"	"  3305.15843"	"  3325.59665"	"  3647.72223"	"  3440.3195"	"  3709.21187"	"  2347.62088"
""	""	""	""	""	"180.0507"	""	""	""	" 130.695811"	""	""	""	""	""	""	""	""	""	""	""	" 27839.4805"	" 22665.1176"	" 14748.7896"	" 18830.4058"	" 15506.58071"	" 16546.1066"	" 23335.52434"	" 16335.0025"	"1.989121e+04"	"1.927959e+04"	" 14591.66400"	" 20385.48052"	" 18056.93044"	" 18681.13189"	" 19398.75159"	" 20550.7846"	" 19111.03980"	" 16450.74764"
""	""	""	""	""	"180.0686"	""	""	""	"  37.266156"	""	""	""	""	""	""	""	""	""	""	""	"  3295.1930"	"  6832.3451"	"  3061.1550"	"  3343.7481"	"  4990.19591"	"  3040.0548"	"  5131.40922"	"  3987.2450"	"7.581924e+02"	"8.197043e+02"	"   971.89393"	"   685.68304"	"   436.16084"	"   632.68062"	"   653.83996"	"  1159.3196"	"   364.36764"	"   698.60028"
""	""	""	""	""	"180.5703"	""	""	""	" 226.027800"	""	""	""	""	""	""	""	""	""	""	""	"  4252.7328"	"  3310.6464"	"  2173.9076"	"  2268.1464"	"  3125.16480"	"  1995.3267"	"  2701.85323"	"  2547.9944"	"3.122382e+03"	"2.241458e+03"	"  2327.19360"	"  1018.88227"	"  1596.75318"	"  2450.79512"	"  1360.42077"	"  2850.4330"	"  2441.05656"	"  3820.38077"
""	""	""	""	""	"181.0443"	""	""	""	" 235.039344"	""	""	""	""	""	""	""	""	""	""	""	" 12301.1664"	" 11722.3515"	"  8980.8456"	" 10605.3989"	"  9884.56800"	"  5330.9515"	"  6699.44962"	"  6451.1459"	"1.088332e+04"	"1.067701e+04"	"  8850.33031"	"  8724.59578"	"  9051.90240"	"  5404.42819"	"  4216.37426"	"  5297.6881"	"  3839.72151"	"  4298.67187"
""	""	""	""	""	"181.1223"	""	""	""	" 470.590065"	""	""	""	""	""	""	""	""	""	""	""	" 14046.9936"	"  8693.3513"	"  6877.7091"	"  7497.5322"	"  7029.68933"	"  9216.0632"	"  8606.33047"	"  7385.1230"	"1.347749e+04"	"1.148574e+04"	"  9338.79840"	"  8832.33734"	"  8658.18609"	" 10443.69382"	" 10977.48207"	"  8794.9126"	"  8337.66267"	"  9057.52644"
""	""	""	""	""	"181.1222"	""	""	""	" 598.350732"	""	""	""	""	""	""	""	""	""	""	""	"  4045.7083"	"  2741.5856"	"  1840.5399"	"  1957.0919"	"  1588.12640"	"  2106.9828"	"  2361.22674"	"  1932.6329"	"4.779246e+03"	"5.070997e+03"	"  2740.91832"	"  2480.87909"	"  2044.68377"	"  3033.22995"	"  2547.91939"	"  2610.4620"	"  2159.52518"	"  2584.02734"
""	""	""	""	""	"181.9620"	""	""	""	"  23.823965"	""	""	""	""	""	""	""	""	""	""	""	"  1344.4219"	"  1670.3153"	"   663.9993"	"  1249.2910"	"  1068.83790"	"  1937.3824"	"  1727.43258"	"  1558.7018"	"1.092330e+03"	"2.554206e+03"	"  2160.12475"	"  1991.32267"	"  2139.80433"	"  2754.34003"	"  3236.62737"	"  3305.9693"	"  3530.53582"	"  3917.83563"
""	""	""	""	""	"182.0700"	""	""	""	" 256.751266"	""	""	""	""	""	""	""	""	""	""	""	"  8902.2951"	" 12177.0213"	"  8003.1688"	"  7211.7648"	" 11143.97168"	"  6896.5563"	" 10754.56500"	" 10448.1398"	"9.002814e+03"	"6.526562e+03"	"  6186.27840"	"  5480.47500"	"  6414.46304"	"  8727.38980"	"  6793.56672"	"  9847.9515"	"  8683.34133"	" 12760.82262"
""	""	""	""	""	"182.0604"	""	""	""	" 235.121503"	""	""	""	""	""	""	""	""	""	""	""	"  8407.7208"	"  8962.5713"	"  7430.1005"	"  7738.4889"	"  7230.61223"	"  4078.2592"	"  5108.47592"	"  4811.1766"	"7.823678e+03"	"7.666429e+03"	"  5590.57234"	"  6947.47827"	"  6114.13142"	"  4088.85624"	"  3357.58265"	"  5239.8985"	"  2848.37784"	"  3629.24232"
""	""	""	""	""	"182.0801"	""	""	""	"  41.159541"	""	""	""	""	""	""	""	""	""	""	""	" 11613.9451"	"  4424.7716"	"  5553.9741"	"  4852.3629"	"  5844.33279"	"  4709.4940"	"  3919.82618"	"  3555.3851"	"1.908208e+04"	"2.163964e+04"	" 21152.82672"	" 18770.29704"	" 26326.04400"	"  4679.99531"	"  5665.70601"	"  4288.2878"	"  8987.66180"	"  5528.74374"
""	""	""	""	""	"182.0596"	""	""	""	" 133.257394"	""	""	""	""	""	""	""	""	""	""	""	"  6157.8880"	"  5997.4205"	"  6041.1855"	"  5144.7792"	"  6274.36545"	"  6081.5236"	"  6271.02909"	"  7004.6255"	"1.114067e+04"	"1.385075e+04"	" 13943.88318"	" 10806.82719"	" 11093.52885"	"  2397.01007"	"  7434.86222"	"  9762.4704"	" 11876.89437"	" 12006.92822"
""	""	""	""	""	"182.1254"	""	""	""	" 470.551557"	""	""	""	""	""	""	""	""	""	""	""	"  1392.7800"	"  1107.3039"	"   982.6926"	"   596.5790"	"   782.08070"	"  1224.5455"	"   908.47879"	"   615.1584"	"1.385657e+03"	"1.125791e+03"	"  1016.23698"	"   561.91712"	"   529.08960"	"  1273.89780"	"   984.87154"	"   853.3382"	"   690.71760"	"   735.51888"
""	""	""	""	""	"182.5392"	""	""	""	" 207.349812"	""	""	""	""	""	""	""	""	""	""	""	"  1369.8564"	"  1690.9303"	"   875.4714"	"  1108.7618"	"   787.84754"	"  1210.7215"	"  1315.25687"	"  1001.1857"	"5.629097e+02"	"4.118475e+02"	"   556.32706"	"   268.30211"	"   592.94048"	"   690.45116"	"   564.24442"	"   599.6814"	"   448.45920"	"   409.66080"
""	""	""	""	""	"182.5717"	""	""	""	" 256.827277"	""	""	""	""	""	""	""	""	""	""	""	"  1787.2436"	"  1515.5448"	"   919.7691"	"  1313.8558"	"  1590.08050"	"  1015.1333"	"  1359.27443"	"  1149.2447"	"1.674536e+03"	"1.096891e+03"	"   703.48331"	"   800.47574"	"   685.21440"	"  1032.42360"	"   425.93755"	"   880.5683"	"  1360.72665"	"  1289.48605"
""	""	""	""	""	"182.5612"	""	""	""	" 235.129799"	""	""	""	""	""	""	""	""	""	""	""	"  1360.8485"	"  2024.2848"	"  1872.4968"	"  1782.2721"	"  1417.62574"	"  1165.2620"	"  1027.30320"	"   842.5564"	"1.900262e+03"	"2.196794e+03"	"  1364.18127"	"  1925.44929"	"   837.61165"	"   882.46535"	"   864.18758"	"   644.6935"	"   886.10625"	"  1346.07600"
""	""	""	""	""	"183.0431"	""	""	""	" 158.248127"	""	""	""	""	""	""	""	""	""	""	""	"  2545.3680"	"   757.9392"	"   589.6634"	"  3082.0739"	"  1874.20567"	"  5695.3291"	"  5359.24692"	"  3369.0714"	"1.095689e+04"	"9.949855e+03"	" 10030.01250"	"  5658.31855"	"  8650.85805"	"  3508.73851"	"  5345.37616"	"  4094.0426"	"  4130.63926"	"  3024.02100"
""	""	""	""	""	"184.0226"	""	""	""	" 131.225018"	""	""	""	""	""	""	""	""	""	""	""	" 17541.5563"	" 14726.3117"	" 10904.7992"	" 13521.9256"	" 10922.19640"	" 12335.3331"	" 14042.54766"	" 11733.4364"	"1.347168e+04"	"1.326747e+04"	" 10623.53242"	" 12772.57662"	" 11387.54162"	" 11778.73326"	" 13506.95304"	" 13902.7388"	" 12956.31687"	" 10591.23953"
""	""	""	""	""	"184.0196"	""	""	""	"  64.529978"	""	""	""	""	""	""	""	""	""	""	""	"  3906.4620"	"  1845.8405"	"  1732.2390"	"  4335.2155"	"  3748.16453"	"  3314.3160"	"  3960.67728"	"  4852.7615"	"1.031024e+04"	"1.167167e+04"	" 10852.80687"	"  9805.26814"	"  8326.58632"	"  6729.53723"	"  8120.24270"	"  8395.0307"	" 10030.60762"	" 10402.98240"
""	""	""	""	""	"184.0731"	""	""	""	"  28.485494"	""	""	""	""	""	""	""	""	""	""	""	" 14450.0839"	" 15175.8321"	" 13718.1264"	" 14265.4451"	" 16334.29928"	" 13521.8415"	" 13618.64370"	" 12592.9009"	"1.774450e+04"	"1.843488e+04"	" 18912.28873"	" 17731.56938"	" 15996.82528"	" 13936.03876"	" 16152.25170"	" 15820.4195"	" 15821.08119"	" 18452.57110"
""	""	""	""	""	"185.0322"	""	""	""	"  25.486698"	""	""	""	""	""	""	""	""	""	""	""	"111299.7564"	" 88673.0350"	" 74876.4931"	" 76735.3092"	" 72368.15141"	" 80999.0808"	" 80456.98080"	" 75978.1086"	"5.574495e+04"	"4.325762e+04"	" 40737.56400"	" 40188.61807"	" 36448.72759"	" 49337.41349"	" 50336.53958"	" 59283.5149"	" 55245.51220"	" 49926.24240"
""	""	""	""	""	"185.5466"	""	""	""	" 376.687984"	""	""	""	""	""	""	""	""	""	""	""	"  2188.5949"	"  2094.5046"	"  1995.7510"	"  1822.2227"	"  2060.39167"	"  2066.9052"	"  1699.23035"	"  2206.8713"	"2.349211e+03"	"2.288496e+03"	"  1795.95556"	"  1766.44297"	"  2384.10049"	"  1670.50220"	"  1842.63375"	"  1966.0909"	"  2456.95769"	"  3435.41280"
""	""	""	""	""	"185.5279"	""	""	""	" 216.689979"	""	""	""	""	""	""	""	""	""	""	""	"  1649.2916"	"  1259.0064"	"   884.6628"	"  1055.3917"	"   803.82308"	"   695.4991"	"   567.85103"	"   561.8498"	"1.056200e+03"	"7.735044e+02"	"   779.69377"	"   776.82034"	"   937.29308"	"  1084.56563"	"   395.70890"	"   837.0777"	"   916.27155"	"   729.12576"
""	""	""	""	""	"186.0014"	""	""	""	" 202.955545"	""	""	""	""	""	""	""	""	""	""	""	"  1375.0992"	"   968.2730"	"  1841.1384"	"   650.8536"	"   396.53150"	"   507.0018"	"   373.91386"	"  1628.1221"	"4.411367e+03"	"2.482267e+03"	"  3798.69516"	"  3818.63996"	"  4096.60800"	"  2248.46400"	"  2825.80375"	"  3181.6167"	"  3338.81374"	"  3235.25280"
""	""	""	""	""	"186.0377"	""	""	""	" 160.359572"	""	""	""	""	""	""	""	""	""	""	""	"  5067.3840"	"  5734.9158"	"  3728.5715"	"  4714.1071"	"  4836.86829"	"  2332.1976"	"  1892.17920"	"  2622.2915"	"2.515737e+03"	"2.782906e+03"	"  1204.86000"	"  1763.98722"	"  2016.27840"	"  1243.66080"	"  1424.15400"	"  1378.4352"	"  1736.11643"	"  1934.88000"
""	""	""	""	""	"186.5651"	""	""	""	" 376.799956"	""	""	""	""	""	""	""	""	""	""	""	" 16502.3879"	" 16630.9608"	" 16461.6754"	" 16119.1719"	" 15314.96843"	" 16451.6142"	" 15202.29038"	" 15984.3199"	"1.616414e+04"	"1.546025e+04"	" 15246.18720"	" 15972.63050"	" 15186.08017"	" 16039.21307"	" 15747.30300"	" 15236.3201"	" 17641.98831"	" 17184.54877"
""	""	""	""	""	"186.9561"	""	""	""	"   3.204931"	""	""	""	""	""	""	""	""	""	""	""	"  7155.4793"	" 10388.4541"	"  8249.7631"	"  6088.1896"	"  8849.60631"	" 10743.9034"	"  5330.55512"	"  7400.9241"	"8.980998e+03"	"9.273579e+03"	"  8354.49474"	"  8475.38304"	"  8051.04300"	"  7872.88073"	"  7205.58830"	"  7693.8312"	"  6011.59690"	"  7179.72716"
""	""	""	""	""	"186.9563"	""	""	""	"  17.627246"	""	""	""	""	""	""	""	""	""	""	""	"  6946.6851"	"  7834.0358"	"  7514.6016"	"  6804.2367"	"  8047.96665"	"  6757.0321"	"  7182.34311"	"  7008.1792"	"9.364276e+03"	"8.812087e+03"	"  8787.36580"	"  8100.51559"	"  7293.84508"	"  7939.40491"	"  8521.26579"	"  7250.7569"	"  4801.45436"	"  7289.82720"
""	""	""	""	""	"187.0670"	""	""	""	" 376.812510"	""	""	""	""	""	""	""	""	""	""	""	"  3333.2973"	"  3336.1339"	"  3267.8970"	"  3137.0200"	"  2665.99500"	"  2712.1369"	"  3081.21791"	"  3066.3683"	"3.160860e+03"	"2.951026e+03"	"  3003.24794"	"  2769.11714"	"  2884.97280"	"  2791.44971"	"  3112.52756"	"  3308.9153"	"  3726.63114"	"  2324.43709"
""	""	""	""	""	"187.0862"	""	""	""	" 486.040233"	""	""	""	""	""	""	""	""	""	""	""	"  2953.3608"	"  2360.8872"	"  1516.0082"	"  2158.2831"	"  1009.66749"	"  1046.7855"	"  1292.58929"	"  2779.6061"	"5.200905e+03"	"4.523955e+03"	"  9282.17115"	"  2201.25775"	"  1461.94965"	"  2464.80098"	"  1944.05369"	"  2261.3238"	"  2269.77236"	"  3229.13776"
""	""	""	""	""	"187.5791"	""	""	""	" 376.852472"	""	""	""	""	""	""	""	""	""	""	""	"  2548.1017"	"  2189.6789"	"  1854.5367"	"  2465.7600"	"  2510.84728"	"  1740.5270"	"  1998.74738"	"  1862.0376"	"2.568844e+03"	"1.903378e+03"	"  2418.93360"	"  1427.80800"	"  1583.19082"	"  2368.42923"	"  1949.39194"	"  2005.7535"	"  2724.04813"	"  2668.46640"
""	""	""	""	""	"188.0525"	""	""	""	" 291.206038"	""	""	""	""	""	""	""	""	""	""	""	"  1612.9560"	"  1190.8200"	"   851.2294"	"   909.5631"	"   555.27680"	"   726.9961"	"   793.21162"	"   369.9208"	"3.374721e+03"	"6.164104e+03"	"  5483.24714"	"  1019.23132"	"  5703.22560"	"   721.57680"	"  1645.86021"	"  2085.7801"	"  1251.33360"	"  3603.35632"
""	""	""	""	""	"188.0705"	""	""	""	" 148.595541"	""	""	""	""	""	""	""	""	""	""	""	" 12646.6500"	"  6886.9471"	" 10671.5304"	"  7175.4024"	"  6224.31749"	" 11200.1677"	"  8618.75690"	"  8352.2323"	"1.639248e+04"	"1.638413e+04"	" 16034.81121"	" 17554.87067"	" 18585.09171"	"  8831.33647"	" 21451.14310"	"  7330.0457"	"  9840.72540"	"  8117.82240"
""	""	""	""	""	"188.1093"	""	""	""	" 268.011039"	""	""	""	""	""	""	""	""	""	""	""	"  1447.6206"	"  1350.4434"	"  1293.1347"	"   820.8669"	"   909.13786"	"  1460.8344"	"  1252.37610"	"  1252.4368"	"1.792901e+03"	"2.347011e+03"	"  2056.78288"	"  1417.46640"	"  1167.39920"	"  1177.68946"	"   640.96086"	"  1094.6452"	"  1214.48600"	"  1737.01909"
""	""	""	""	""	"189.1257"	""	""	""	" 312.210292"	""	""	""	""	""	""	""	""	""	""	""	"  1329.0185"	"  1356.9464"	"  1688.9541"	"  1227.8998"	"   989.53689"	"  1607.1619"	"  1490.85840"	"  1695.9899"	"1.602137e+03"	"1.889794e+03"	"  1614.15843"	"  1161.17079"	"  1197.59803"	"  1037.69133"	"  1406.23396"	"  1219.3491"	"  1681.88515"	"  1180.55984"
""	""	""	""	""	"189.1268"	""	""	""	" 278.601267"	""	""	""	""	""	""	""	""	""	""	""	"  6832.5517"	"  7447.4147"	"  5270.0361"	"  5281.4930"	"  6263.83802"	"  5941.9044"	"  6484.72231"	"  6746.8422"	"3.166302e+03"	"4.108284e+03"	"  3136.80033"	"  2581.59884"	"  2968.03912"	"  4359.21443"	"  3841.18483"	"  3864.6897"	"  5780.81942"	"  4752.44856"
""	""	""	""	""	"189.1593"	""	""	""	"  22.829701"	""	""	""	""	""	""	""	""	""	""	""	"  4584.0564"	"  4536.9110"	"  3054.9428"	"  3405.3831"	"  1764.19578"	"  1161.8041"	"  3500.55955"	"  2875.2297"	"3.251453e+03"	"3.579919e+03"	"  3417.09788"	"  3184.46256"	"  3776.77420"	"  3125.22850"	"  3703.78092"	"  3740.8695"	"  3473.48556"	"  4002.75815"
""	""	""	""	""	"190.0208"	""	""	""	" 287.429235"	""	""	""	""	""	""	""	""	""	""	""	"  3625.9557"	"  3722.8826"	"  2482.1390"	"  3432.9727"	"  3341.54483"	"  3317.7162"	"  3422.96400"	"  3152.5774"	"3.113734e+03"	"2.007005e+03"	"  3510.05188"	"  3554.11589"	"  3005.66933"	"  3864.08880"	"  2443.82929"	"  3228.7959"	"  3115.69901"	"  2864.55035"
""	""	""	""	""	"190.0495"	""	""	""	" 235.088015"	""	""	""	""	""	""	""	""	""	""	""	" 45071.9131"	" 44432.4462"	" 34113.3139"	" 37957.8683"	" 36714.34800"	" 21681.9937"	" 24777.06264"	" 23852.4955"	"3.969871e+04"	"3.917247e+04"	" 32919.83916"	" 33396.28597"	" 34442.86560"	" 21718.13942"	" 16403.67400"	" 22326.0454"	" 16961.14898"	" 22040.37029"
